product_id,category_code,brand,price,total_events,views,carts,purchases,popularity_score
1005161,electronics.smartphone,xiaomi,231.41,152,150,0,2,0.04660023446657485
1005162,electronics.smartphone,xiaomi,295.76,21,21,0,0,0.005861664712776711
1005163,electronics.smartphone,xiaomi,295.76,12,12,0,0,0.003223915592027191
1005164,electronics.smartphone,xiaomi,295.76,33,33,0,0,0.009378663540442738
1005165,electronics.smartphone,xiaomi,321.5,41,41,0,0,0.011723329425553422
1005166,electronics.smartphone,xiaomi,321.5,57,57,0,0,0.01641266119577479
1005167,electronics.smartphone,xiaomi,321.5,22,21,0,1,0.007327080890970889
1005168,electronics.smartphone,samsung,252.0,44,43,1,0,0.0131887456037476
1005169,electronics.smartphone,samsung,251.97,64,64,0,0,0.018464243845246642
1005171,electronics.smartphone,samsung,254.57,33,33,0,0,0.009378663540442738
1005172,electronics.smartphone,tp-link,179.93,3,3,0,0,0.0005861664712776711
1200082,electronics.tablet,apple,846.87,4,4,0,0,0.0008792497069165067
1200239,electronics.tablet,hp,226.47,3,3,0,0,0.0005861664712776711
1200382,electronics.tablet,apple,666.68,1,1,0,0,0.0
1200519,electronics.tablet,elenberg,126.37,7,7,0,0,0.0017584994138330134
1200617,electronics.tablet,samsung,128.42,17,17,0,0,0.004689331770221369
1200620,electronics.tablet,samsung,128.42,24,22,1,1,0.008499413833526231
1200864,electronics.tablet,apple,566.04,3,3,0,0,0.0005861664712776711
1200947,electronics.tablet,samsung,115.41,71,62,6,3,0.027549824150050542
1200957,electronics.tablet,samsung,115.41,55,50,4,1,0.01934349355216315
1200964,electronics.tablet,apple,1518.39,1,1,0,0,0.0
1200965,electronics.tablet,apple,1698.88,1,1,0,0,0.0
1201044,electronics.tablet,lenovo,193.03,3,3,0,0,0.0005861664712776711
1201128,electronics.tablet,nexttab,58.95,4,4,0,0,0.0008792497069165067
1201148,electronics.tablet,apple,624.21,4,4,0,0,0.0008792497069165067
1201150,electronics.tablet,lenovo,123.27,4,4,0,0,0.0008792497069165067
1201151,electronics.tablet,samsung,514.63,2,2,0,0,0.00029308323563883556
1201171,electronics.tablet,apple,823.44,3,3,0,0,0.0005861664712776711
1201172,electronics.tablet,apple,1026.74,2,2,0,0,0.00029308323563883556
1201192,electronics.tablet,lenovo,178.36,8,8,0,0,0.002051582649471849
1201196,electronics.tablet,prestigio,102.68,2,2,0,0,0.00029308323563883556
1201202,electronics.tablet,lenovo,231.38,2,2,0,0,0.00029308323563883556
1201211,electronics.tablet,lenovo,89.55,4,4,0,0,0.0008792497069165067
1201214,electronics.tablet,lenovo,378.1,1,1,0,0,0.0
1201216,electronics.tablet,lenovo,253.47,2,2,0,0,0.00029308323563883556
1201220,electronics.tablet,apple,1181.49,1,1,0,0,0.0
1201223,electronics.tablet,apple,1204.66,1,1,0,0,0.0
1201229,electronics.tablet,lenovo,128.42,2,2,0,0,0.00029308323563883556
1201231,electronics.tablet,huawei,100.72,14,11,2,1,0.006154747948415547
1201232,electronics.tablet,microsoft,900.67,1,1,0,0,0.0
1201233,electronics.tablet,huawei,108.03,2,2,0,0,0.00029308323563883556
1201238,electronics.tablet,huawei,94.96,15,15,0,0,0.004103165298943698
1201240,electronics.tablet,lenovo,246.56,1,1,0,0,0.0
1201244,electronics.tablet,lenovo,115.55,4,4,0,0,0.0008792497069165067
1201247,electronics.tablet,prestigio,51.2,21,17,0,4,0.01055099648299808
1201254,electronics.tablet,prestigio,127.91,3,3,0,0,0.0005861664712776711
1201255,electronics.tablet,huawei,179.9,10,10,0,0,0.00263774912074952
1201256,electronics.tablet,huawei,178.41,21,21,0,0,0.005861664712776711
1201268,electronics.tablet,acer,76.94,12,12,0,0,0.003223915592027191
1201274,electronics.tablet,microsoft,1003.63,6,6,0,0,0.0014654161781941777
1201279,electronics.tablet,acer,154.42,1,1,0,0,0.0
1201282,electronics.tablet,navitel,82.2,2,2,0,0,0.00029308323563883556
1201283,electronics.tablet,prestigio,64.09,1,1,0,0,0.0
1201285,electronics.tablet,apple,488.82,6,6,0,0,0.0014654161781941777
1201286,electronics.tablet,apple,746.35,4,4,0,0,0.0008792497069165067
1201287,electronics.tablet,apple,491.39,12,12,0,0,0.003223915592027191
1201290,electronics.tablet,apple,694.71,2,2,0,0,0.00029308323563883556
1201291,electronics.tablet,apple,411.57,4,4,0,0,0.0008792497069165067
1201292,electronics.tablet,apple,411.57,17,17,0,0,0.004689331770221369
1201293,electronics.tablet,apple,407.71,5,5,0,0,0.0011723329425553423
1201295,electronics.tablet,apple,566.24,3,3,0,0,0.0005861664712776711
1201296,electronics.tablet,apple,514.56,11,11,0,0,0.0029308323563883554
1201297,electronics.tablet,apple,384.31,64,62,0,2,0.020808909730357324
1201308,electronics.tablet,samsung,148.72,1,1,0,0,0.0
1201317,electronics.tablet,lenovo,213.39,1,1,0,0,0.0
1201324,electronics.tablet,acer,208.47,6,6,0,0,0.0014654161781941777
1201343,electronics.tablet,lenovo,192.76,7,7,0,0,0.0017584994138330134
1201344,electronics.tablet,prestigio,77.2,4,4,0,0,0.0008792497069165067
1201346,electronics.tablet,samsung,643.26,7,7,0,0,0.0017584994138330134
1201353,electronics.tablet,irbis,87.94,4,4,0,0,0.0008792497069165067
1201354,electronics.tablet,samsung,385.93,4,4,0,0,0.0008792497069165067
1201356,electronics.tablet,lenovo,102.67,25,25,0,0,0.0070339976553320535
1201360,electronics.tablet,xiaomi,254.83,2,2,0,0,0.00029308323563883556
1201361,electronics.tablet,xiaomi,280.57,12,12,0,0,0.003223915592027191
1201362,electronics.tablet,acer,179.91,2,2,0,0,0.00029308323563883556
1201364,electronics.tablet,huawei,167.03,8,7,0,1,0.003223915592027191
1201365,electronics.tablet,samsung,382.91,10,10,0,0,0.00263774912074952
1201366,electronics.tablet,acer,180.14,8,8,0,0,0.002051582649471849
1201367,electronics.tablet,huawei,166.87,1,1,0,0,0.0
1201368,electronics.tablet,prestigio,100.36,3,3,0,0,0.0005861664712776711
1201369,electronics.tablet,prestigio,64.22,3,3,0,0,0.0005861664712776711
1201371,electronics.tablet,prestigio,76.94,5,5,0,0,0.0011723329425553423
1201373,electronics.tablet,huawei,231.35,2,2,0,0,0.00029308323563883556
1201374,electronics.tablet,apple,1544.18,8,8,0,0,0.002051582649471849
1201378,electronics.tablet,apple,1312.52,4,3,1,0,0.0014654161781941777
1201379,electronics.tablet,apple,1312.47,14,14,0,0,0.0038100820633048624
1201380,electronics.tablet,apple,1158.07,2,2,0,0,0.00029308323563883556
1201381,electronics.tablet,apple,1158.02,3,3,0,0,0.0005861664712776711
1201383,electronics.tablet,apple,1540.06,1,1,0,0,0.0
1201385,electronics.tablet,apple,1609.16,1,1,0,0,0.0
1201387,electronics.tablet,apple,1003.58,10,10,0,0,0.00263774912074952
1201388,electronics.tablet,apple,926.38,6,6,0,0,0.0014654161781941777
1201389,electronics.tablet,apple,926.38,34,34,0,0,0.009671746776081574
1201390,electronics.tablet,apple,2516.25,9,9,0,0,0.0023446658851106845
1201391,electronics.tablet,apple,1672.89,9,9,0,0,0.0023446658851106845
1201395,electronics.tablet,apple,1415.48,1,1,0,0,0.0
1201396,electronics.tablet,apple,1285.48,1,1,0,0,0.0
1201397,electronics.tablet,apple,1594.58,1,1,0,0,0.0
1201398,electronics.tablet,apple,1981.77,1,1,0,0,0.0
1201401,electronics.tablet,apple,1415.48,1,1,0,0,0.0
1201403,electronics.tablet,apple,1183.81,1,1,0,0,0.0
1201405,electronics.tablet,apple,1164.77,5,5,0,0,0.0011723329425553423
1201407,electronics.tablet,huawei,257.12,11,11,0,0,0.0029308323563883554
1201408,electronics.tablet,lenovo,76.94,24,24,0,0,0.0067409144196932174
1201409,electronics.tablet,prestigio,128.68,1,1,0,0,0.0
1201410,electronics.tablet,lenovo,89.81,14,14,0,0,0.0038100820633048624
1201411,electronics.tablet,huawei,385.82,4,4,0,0,0.0008792497069165067
1201412,electronics.tablet,irbis,100.39,3,3,0,0,0.0005861664712776711
1201413,electronics.tablet,nexttab,48.31,9,9,0,0,0.0023446658851106845
1201414,electronics.tablet,nexttab,71.48,2,2,0,0,0.00029308323563883556
1201415,electronics.tablet,nexttab,61.74,8,8,0,0,0.002051582649471849
1201416,electronics.tablet,bq,77.19,8,8,0,0,0.002051582649471849
1201417,electronics.tablet,lenovo,127.35,1,1,0,0,0.0
1201418,electronics.tablet,irbis,60.12,2,2,0,0,0.00029308323563883556
1201429,electronics.tablet,bq,53.88,8,8,0,0,0.002051582649471849
1201430,electronics.tablet,lenovo,205.67,1,1,0,0,0.0
1201432,electronics.tablet,microsoft,1029.37,8,8,0,0,0.002051582649471849
1201433,electronics.tablet,microsoft,1389.74,1,1,0,0,0.0
1201434,electronics.tablet,microsoft,1389.74,1,1,0,0,0.0
1201437,electronics.tablet,apple,1051.25,1,1,0,0,0.0
1201439,electronics.tablet,apple,1003.37,1,1,0,0,0.0
1201448,electronics.tablet,apple,617.52,7,7,0,0,0.0017584994138330134
1201451,electronics.tablet,apple,849.19,2,2,0,0,0.00029308323563883556
1201454,electronics.tablet,apple,733.33,2,2,0,0,0.00029308323563883556
1201457,electronics.tablet,apple,694.74,1,1,0,0,0.0
1201458,electronics.tablet,apple,553.14,1,1,0,0,0.0
1201459,electronics.tablet,apple,489.05,4,4,0,0,0.0008792497069165067
1201460,electronics.tablet,apple,514.5,11,11,0,0,0.0029308323563883554
1201465,electronics.tablet,samsung,238.67,53,50,1,2,0.018171160609607804
1201466,electronics.tablet,samsung,237.27,30,28,1,1,0.010257913247359245
1201468,electronics.tablet,prestigio,89.81,9,9,0,0,0.0023446658851106845
1201471,electronics.tablet,samsung,478.82,10,10,0,0,0.00263774912074952
1201472,electronics.tablet,samsung,478.87,30,30,0,0,0.008499413833526231
1201473,electronics.tablet,lenovo,167.03,2,2,0,0,0.00029308323563883556
1201474,electronics.tablet,bq,53.8,14,12,2,0,0.004982415005860204
1201475,electronics.tablet,bq,55.32,1,1,0,0,0.0
1201479,electronics.tablet,lenovo,334.35,3,3,0,0,0.0005861664712776711
1201483,electronics.tablet,irbis,59.2,7,7,0,0,0.0017584994138330134
1201486,electronics.tablet,irbis,89.07,5,5,0,0,0.0011723329425553423
1201490,electronics.tablet,bq,55.31,1,1,0,0,0.0
1201491,electronics.tablet,bq,55.06,3,3,0,0,0.0005861664712776711
1201494,electronics.tablet,prestigio,77.2,1,1,0,0,0.0
1201495,electronics.tablet,prestigio,84.92,1,1,0,0,0.0
1201496,electronics.tablet,prestigio,51.22,35,35,0,0,0.009964830011720409
1201499,electronics.tablet,bq,77.19,2,2,0,0,0.00029308323563883556
1201500,electronics.tablet,xiaomi,383.54,6,6,0,0,0.0014654161781941777
1201504,electronics.tablet,samsung,164.17,47,45,1,1,0.01524032825321945
1201505,electronics.tablet,samsung,164.17,26,25,1,0,0.00791324736224856
1201507,electronics.tablet,prestigio,154.19,1,1,0,0,0.0
1201509,electronics.tablet,bq,86.21,3,3,0,0,0.0005861664712776711
1201512,electronics.tablet,samsung,823.42,16,16,0,0,0.004396248534582533
1201513,electronics.tablet,samsung,823.42,21,21,0,0,0.005861664712776711
1201514,electronics.tablet,bq,76.96,1,1,0,0,0.0
1201515,electronics.tablet,bq,76.96,3,3,0,0,0.0005861664712776711
1201517,electronics.tablet,microsoft,1104.28,4,4,0,0,0.0008792497069165067
1201519,electronics.tablet,bq,105.23,1,1,0,0,0.0
1201520,electronics.tablet,lenovo,205.9,4,4,0,0,0.0008792497069165067
1303237,computers.notebook,dell,1106.59,1,1,0,0,0.0
1304106,computers.notebook,lenovo,978.07,2,2,0,0,0.00029308323563883556
1304150,computers.notebook,lenovo,1564.96,3,3,0,0,0.0005861664712776711
1304297,computers.notebook,apple,1068.21,71,71,0,0,0.02051582649471849
1304355,computers.notebook,dell,779.92,2,2,0,0,0.00029308323563883556
1304409,computers.notebook,apple,1402.87,86,83,0,3,0.02842907385696705
1304410,computers.notebook,apple,1466.96,7,7,0,0,0.0017584994138330134
1304411,computers.notebook,apple,1620.87,3,3,0,0,0.0005861664712776711
1304438,computers.notebook,lenovo,1315.09,9,9,0,0,0.0023446658851106845
1304442,computers.notebook,xiaomi,1003.63,2,2,0,0,0.00029308323563883556
1304579,computers.notebook,acer,875.16,2,2,0,0,0.00029308323563883556
1304611,computers.notebook,lenovo,472.86,2,2,0,0,0.00029308323563883556
1304643,computers.notebook,apple,2285.77,3,3,0,0,0.0005861664712776711
1304740,computers.notebook,acer,1513.29,5,5,0,0,0.0011723329425553423
1304808,computers.notebook,acer,1073.36,2,2,0,0,0.00029308323563883556
1304849,computers.notebook,acer,2552.93,19,19,0,0,0.00527549824149904
1304956,computers.notebook,hp,1604.59,1,1,0,0,0.0
1304986,computers.notebook,acer,411.85,3,3,0,0,0.0005861664712776711
1304987,computers.notebook,acer,481.94,2,2,0,0,0.00029308323563883556
1305007,computers.notebook,xiaomi,1287.01,1,1,0,0,0.0
1305008,computers.notebook,xiaomi,1127.18,3,3,0,0,0.0005861664712776711
1305071,computers.notebook,lenovo,1273.91,2,2,0,0,0.00029308323563883556
1305092,computers.notebook,acer,514.79,3,3,0,0,0.0005861664712776711
1305094,computers.notebook,hp,798.22,1,1,0,0,0.0
1305186,computers.notebook,microsoft,1286.78,1,1,0,0,0.0
1305215,computers.notebook,apple,1261.04,14,14,0,0,0.0038100820633048624
1305232,computers.notebook,hp,2126.32,3,3,0,0,0.0005861664712776711
1305269,computers.notebook,hp,1946.21,4,4,0,0,0.0008792497069165067
1305316,computers.notebook,dell,706.56,6,6,0,0,0.0014654161781941777
1305454,computers.notebook,lenovo,1760.7,1,1,0,0,0.0
1305467,computers.notebook,hp,818.22,2,2,0,0,0.00029308323563883556
1305479,computers.notebook,hp,244.28,1,1,0,0,0.0
1305485,computers.notebook,dell,798.22,1,1,0,0,0.0
1305487,computers.notebook,dell,725.63,2,2,0,0,0.00029308323563883556
1305531,computers.notebook,hp,944.5,2,2,0,0,0.00029308323563883556
1305566,computers.notebook,hp,249.43,18,18,0,0,0.004982415005860204
1305567,computers.notebook,hp,288.04,11,11,0,0,0.0029308323563883554
1305570,computers.notebook,apple,2393.86,3,3,0,0,0.0005861664712776711
1305602,computers.notebook,lenovo,1286.78,3,3,0,0,0.0005861664712776711
1305650,computers.notebook,lenovo,820.28,2,2,0,0,0.00029308323563883556
1305667,computers.notebook,hp,308.63,9,9,0,0,0.0023446658851106845
1305691,computers.notebook,dell,771.96,1,1,0,0,0.0
1305706,computers.notebook,apple,1544.18,1,1,0,0,0.0
1305803,computers.notebook,hp,772.19,11,11,0,0,0.0029308323563883554
1305818,computers.notebook,lenovo,1879.07,1,1,0,0,0.0
1305835,computers.notebook,dell,859.48,4,4,0,0,0.0008792497069165067
1305840,computers.notebook,dell,1209.55,11,11,0,0,0.0029308323563883554
1305843,computers.notebook,dell,1183.81,1,1,0,0,0.0
1305844,computers.notebook,dell,1443.8,1,1,0,0,0.0
1305855,computers.notebook,acer,180.16,2,2,0,0,0.00029308323563883556
1305861,computers.notebook,acer,257.38,2,2,0,0,0.00029308323563883556
1305864,computers.notebook,lenovo,499.11,6,6,0,0,0.0014654161781941777
1305889,computers.notebook,apple,2175.01,1,1,0,0,0.0
1305911,computers.notebook,hp,540.53,15,15,0,0,0.004103165298943698
1305915,computers.notebook,apple,2110.68,1,1,0,0,0.0
1305941,computers.notebook,lenovo,571.42,12,12,0,0,0.003223915592027191
1305948,computers.notebook,hp,573.76,10,10,0,0,0.00263774912074952
1305973,computers.notebook,acer,1436.32,1,1,0,0,0.0
1305974,computers.notebook,apple,2084.71,2,2,0,0,0.00029308323563883556
1305976,computers.notebook,apple,2159.62,5,5,0,0,0.0011723329425553423
1305977,computers.notebook,apple,2496.59,42,42,0,0,0.012016412661192258
1305987,computers.notebook,apple,2159.62,1,1,0,0,0.0
1305991,computers.notebook,hp,604.83,1,1,0,0,0.0
1305996,computers.notebook,hp,391.0,17,16,0,1,0.005861664712776711
1305998,computers.notebook,hp,270.02,10,10,0,0,0.00263774912074952
1305999,computers.notebook,apple,2188.47,1,1,0,0,0.0
1306004,computers.notebook,lenovo,249.43,5,5,0,0,0.0011723329425553423
1306021,computers.notebook,lenovo,468.48,34,34,0,0,0.009671746776081574
1306033,computers.notebook,xiaomi,1287.01,7,7,0,0,0.0017584994138330134
1306073,computers.notebook,hp,874.93,4,4,0,0,0.0008792497069165067
1306083,computers.notebook,hp,1512.78,1,1,0,0,0.0
1306084,computers.notebook,hp,1971.82,1,1,0,0,0.0
1306098,computers.notebook,lenovo,527.43,1,1,0,0,0.0
1306100,computers.notebook,xiaomi,1029.6,14,14,0,0,0.0038100820633048624
1306108,computers.notebook,lenovo,462.33,1,1,0,0,0.0
1306132,computers.notebook,xiaomi,771.96,21,21,0,0,0.005861664712776711
1306133,computers.notebook,xiaomi,1029.37,21,21,0,0,0.005861664712776711
1306134,computers.notebook,lenovo,1000.0,2,2,0,0,0.00029308323563883556
1306140,computers.notebook,acer,875.16,4,4,0,0,0.0008792497069165067
1306143,computers.notebook,dell,1015.98,1,1,0,0,0.0
1306147,computers.notebook,dell,1518.44,5,5,0,0,0.0011723329425553423
1306150,computers.notebook,unknown,1750.34,1,1,0,0,0.0
1306151,computers.notebook,unknown,1106.82,1,1,0,0,0.0
1306154,computers.notebook,unknown,1623.59,2,2,0,0,0.00029308323563883556
1306169,computers.notebook,lenovo,501.92,3,3,0,0,0.0005861664712776711
1306175,computers.notebook,acer,474.14,1,1,0,0,0.0
1306176,computers.notebook,hp,1499.91,1,1,0,0,0.0
1306178,computers.notebook,lenovo,1801.82,4,4,0,0,0.0008792497069165067
1306179,computers.notebook,acer,566.27,3,3,0,0,0.0005861664712776711
1306182,computers.notebook,acer,617.75,5,5,0,0,0.0011723329425553423
1306183,computers.notebook,acer,386.08,12,12,0,0,0.003223915592027191
1306184,computers.notebook,acer,530.0,13,13,0,0,0.0035169988276660268
1306185,computers.notebook,acer,386.08,115,112,0,3,0.036928487690493284
1306186,computers.notebook,acer,360.11,21,20,0,1,0.0070339976553320535
1306196,computers.notebook,hp,411.59,6,6,0,0,0.0014654161781941777
1306198,computers.notebook,apple,1801.57,3,3,0,0,0.0005861664712776711
1306205,computers.notebook,asus,231.64,1,1,0,0,0.0
1306208,computers.notebook,lenovo,540.53,4,4,0,0,0.0008792497069165067
1306217,computers.notebook,lenovo,1229.74,1,1,0,0,0.0
1306226,computers.notebook,asus,1029.37,2,2,0,0,0.00029308323563883556
1306228,computers.notebook,ilife,254.55,1,1,0,0,0.0
1306241,computers.notebook,hp,900.67,1,1,0,0,0.0
1306242,computers.notebook,hp,823.68,1,1,0,0,0.0
1306243,computers.notebook,hp,1060.26,2,2,0,0,0.00029308323563883556
1306249,computers.notebook,hp,1029.37,3,3,0,0,0.0005861664712776711
1306253,computers.notebook,hp,354.96,2,2,0,0,0.00029308323563883556
1306254,computers.notebook,hp,403.87,11,11,0,0,0.0029308323563883554
1306255,computers.notebook,hp,463.07,2,2,0,0,0.00029308323563883556
1306256,computers.notebook,hp,334.37,25,24,0,1,0.008206330597887395
1306257,computers.notebook,hp,398.72,3,3,0,0,0.0005861664712776711
1306260,computers.notebook,hp,1029.37,13,13,0,0,0.0035169988276660268
1306266,computers.notebook,hp,342.09,2,2,0,0,0.00029308323563883556
1306272,computers.notebook,hp,1029.37,8,7,0,1,0.003223915592027191
1306276,computers.notebook,lenovo,604.65,8,8,0,0,0.002051582649471849
1306278,computers.notebook,lenovo,373.16,2,2,0,0,0.00029308323563883556
1306279,computers.notebook,lenovo,303.48,1,1,0,0,0.0
1306288,computers.notebook,hp,741.07,17,17,0,0,0.004689331770221369
1306296,computers.notebook,asus,746.22,2,2,0,0,0.00029308323563883556
1306302,computers.notebook,hp,460.5,1,1,0,0,0.0
1306310,computers.notebook,apple,1352.42,57,55,0,2,0.018757327080885476
1306311,computers.notebook,apple,1589.46,3,3,0,0,0.0005861664712776711
1306312,computers.notebook,apple,1364.0,2,2,0,0,0.00029308323563883556
1306314,computers.notebook,apple,1570.16,9,6,2,1,0.004689331770221369
1306315,computers.notebook,apple,1344.93,12,12,0,0,0.003223915592027191
1306316,computers.notebook,apple,1563.97,5,5,0,0,0.0011723329425553423
1306317,computers.notebook,hp,868.7,2,2,0,0,0.00029308323563883556
1306323,computers.notebook,hp,635.77,8,8,0,0,0.002051582649471849
1306332,computers.notebook,hp,540.3,3,3,0,0,0.0005861664712776711
1306336,computers.notebook,hp,694.74,5,5,0,0,0.0011723329425553423
1306337,computers.notebook,hp,766.82,1,1,0,0,0.0
1306339,computers.notebook,hp,514.79,2,2,0,0,0.00029308323563883556
1306343,computers.notebook,acer,433.58,1,1,0,0,0.0
1306346,computers.notebook,asus,635.66,11,11,0,0,0.0029308323563883554
1306355,computers.notebook,hp,529.74,2,2,0,0,0.00029308323563883556
1306358,computers.notebook,acer,772.19,11,11,0,0,0.0029308323563883554
1306359,computers.notebook,acer,643.49,50,50,0,0,0.014361078546302941
1306360,computers.notebook,acer,772.19,8,8,0,0,0.002051582649471849
1306361,computers.notebook,acer,1152.93,5,5,0,0,0.0011723329425553423
1306386,computers.notebook,asus,1622.73,3,3,0,0,0.0005861664712776711
1306394,computers.notebook,xiaomi,1248.17,2,2,0,0,0.00029308323563883556
1306405,computers.notebook,lenovo,980.46,17,17,0,0,0.004689331770221369
1306413,computers.notebook,acer,759.91,9,9,0,0,0.0023446658851106845
1306414,computers.notebook,lenovo,875.16,4,4,0,0,0.0008792497069165067
1306416,computers.notebook,acer,669.23,1,1,0,0,0.0
1306417,computers.notebook,asus,1106.59,4,4,0,0,0.0008792497069165067
1306421,computers.notebook,hp,514.56,5,5,0,0,0.0011723329425553423
1306422,computers.notebook,hp,1019.07,3,3,0,0,0.0005861664712776711
1306423,computers.notebook,hp,849.19,1,1,0,0,0.0
1306424,computers.notebook,hp,1029.37,3,3,0,0,0.0005861664712776711
1306428,computers.notebook,asus,604.62,1,1,0,0,0.0
1306431,computers.notebook,hp,514.79,3,3,0,0,0.0005861664712776711
1306432,computers.notebook,hp,1261.04,2,2,0,0,0.00029308323563883556
1306437,computers.notebook,lenovo,476.18,12,11,0,1,0.004396248534582533
1306441,computers.notebook,hp,821.1,2,2,0,0,0.00029308323563883556
1306443,computers.notebook,hp,1243.88,1,1,0,0,0.0
1306445,computers.notebook,hp,949.81,7,7,0,0,0.0017584994138330134
1306449,computers.notebook,acer,2293.24,15,15,0,0,0.004103165298943698
1306451,computers.notebook,apple,1286.78,4,4,0,0,0.0008792497069165067
1306455,computers.notebook,hp,514.79,1,1,0,0,0.0
1306466,computers.notebook,lenovo,1695.44,2,2,0,0,0.00029308323563883556
1306467,computers.notebook,lenovo,1664.57,2,2,0,0,0.00029308323563883556
1306482,computers.notebook,dell,556.26,2,2,0,0,0.00029308323563883556
1306492,computers.notebook,hp,401.3,12,11,0,1,0.004396248534582533
1306493,computers.notebook,lenovo,1062.74,3,3,0,0,0.0005861664712776711
1306499,computers.notebook,asus,1088.57,2,2,0,0,0.00029308323563883556
1306501,computers.notebook,hp,810.57,1,1,0,0,0.0
1306511,computers.notebook,hp,1029.37,1,1,0,0,0.0
1306521,computers.notebook,asus,1940.82,19,19,0,0,0.00527549824149904
1306522,computers.notebook,lenovo,833.74,4,4,0,0,0.0008792497069165067
1306523,computers.notebook,lenovo,501.17,11,11,0,0,0.0029308323563883554
1306532,computers.notebook,hp,540.3,3,3,0,0,0.0005861664712776711
1306534,computers.notebook,xiaomi,720.48,27,26,0,1,0.008792497069165066
1306538,computers.notebook,asus,1322.81,3,3,0,0,0.0005861664712776711
1306542,computers.notebook,lenovo,617.75,1,1,0,0,0.0
1306544,computers.notebook,lenovo,1029.37,13,13,0,0,0.0035169988276660268
1306546,computers.notebook,dell,1544.18,7,7,0,0,0.0017584994138330134
1306547,computers.notebook,dell,628.85,1,1,0,0,0.0
1306556,computers.notebook,lenovo,1029.37,2,2,0,0,0.00029308323563883556
1306557,computers.notebook,lenovo,1287.01,1,1,0,0,0.0
1306558,computers.notebook,acer,1801.82,2,2,0,0,0.00029308323563883556
1306560,computers.notebook,lenovo,488.82,64,63,0,1,0.019636576787801983
1306561,computers.notebook,lenovo,266.16,10,10,0,0,0.00263774912074952
1306564,computers.notebook,acer,746.45,7,7,0,0,0.0017584994138330134
1306566,computers.notebook,acer,772.19,3,3,0,0,0.0005861664712776711
1306567,computers.notebook,acer,772.19,43,42,0,1,0.013481828839386435
1306568,computers.notebook,acer,1002.68,9,9,0,0,0.0023446658851106845
1306569,computers.notebook,acer,1055.11,20,20,0,0,0.005568581477137876
1306571,computers.notebook,acer,2264.92,6,6,0,0,0.0014654161781941777
1306591,computers.notebook,asus,514.79,67,67,0,0,0.01934349355216315
1306592,computers.notebook,asus,923.83,2,2,0,0,0.00029308323563883556
1306601,computers.notebook,asus,615.2,3,3,0,0,0.0005861664712776711
1306603,computers.notebook,lenovo,316.58,1,1,0,0,0.0
1306606,computers.notebook,asus,926.64,1,1,0,0,0.0
1306607,computers.notebook,lenovo,566.27,11,11,0,0,0.0029308323563883554
1306608,computers.notebook,lenovo,772.19,2,2,0,0,0.00029308323563883556
1306609,computers.notebook,lenovo,772.19,15,15,0,0,0.004103165298943698
1306610,computers.notebook,lenovo,772.19,2,2,0,0,0.00029308323563883556
1306611,computers.notebook,lenovo,643.49,7,7,0,0,0.0017584994138330134
1306613,computers.notebook,xiaomi,1518.44,15,15,0,0,0.004103165298943698
1306630,computers.notebook,hp,535.69,3,3,0,0,0.0005861664712776711
1306631,computers.notebook,hp,580.89,28,28,0,0,0.00791324736224856
1306632,computers.notebook,acer,509.64,4,4,0,0,0.0008792497069165067
1306639,computers.notebook,lenovo,745.35,50,50,0,0,0.014361078546302941
1306643,computers.notebook,msi,1136.97,1,1,0,0,0.0
1306646,computers.notebook,acer,532.81,34,33,0,1,0.010844079718636915
1306648,computers.notebook,asus,488.82,11,11,0,0,0.0029308323563883554
1306650,computers.notebook,acer,437.57,155,151,0,4,0.049824150058602044
1306651,computers.notebook,acer,489.05,11,11,0,0,0.0029308323563883554
1306653,computers.notebook,lenovo,359.08,72,72,0,0,0.020808909730357324
1306654,computers.notebook,asus,1115.83,1,1,0,0,0.0
1306656,computers.notebook,asus,1318.68,2,2,0,0,0.00029308323563883556
1306659,computers.notebook,hp,318.41,10,10,0,0,0.00263774912074952
1306662,computers.notebook,hp,2473.7,5,5,0,0,0.0011723329425553423
1306666,computers.notebook,hp,766.73,1,1,0,0,0.0
1306671,computers.notebook,lenovo,926.64,15,15,0,0,0.004103165298943698
1306678,computers.notebook,lenovo,1072.84,2,2,0,0,0.00029308323563883556
1306686,computers.notebook,prestigio,257.15,28,28,0,0,0.00791324736224856
1306691,computers.notebook,lenovo,373.06,6,6,0,0,0.0014654161781941777
1306692,computers.notebook,asus,618.2,10,10,0,0,0.00263774912074952
1306696,computers.notebook,dell,645.83,3,3,0,0,0.0005861664712776711
1306715,computers.notebook,dell,692.17,1,1,0,0,0.0
1306716,computers.notebook,dell,1464.39,1,1,0,0,0.0
1306719,computers.notebook,dell,1887.05,3,3,0,0,0.0005861664712776711
1306720,computers.notebook,asus,1349.84,2,2,0,0,0.00029308323563883556
1306724,computers.notebook,asus,875.16,4,4,0,0,0.0008792497069165067
1306725,computers.notebook,lenovo,707.84,6,6,0,0,0.0014654161781941777
1306729,computers.notebook,lenovo,1285.73,2,2,0,0,0.00029308323563883556
1306730,computers.notebook,lenovo,365.26,5,5,0,0,0.0011723329425553423
1306732,computers.notebook,asus,360.11,24,23,0,1,0.00791324736224856
1306734,computers.notebook,lenovo,1330.77,1,1,0,0,0.0
1306737,computers.notebook,hp,791.08,3,3,0,0,0.0005861664712776711
1306746,computers.notebook,lenovo,1172.33,8,8,0,0,0.002051582649471849
